,tweet_id,engaging_user_id,probability,prediction
23,9F915B58FA8D9DF8B55E15C1BFFF0332,921464FACD9DC1D46A1638E200DCC262,"[0.9004230808207291,0.09957691917927083]",0.0
24,7B21DA5766B3CED4226B663AE4BF6DDD,F6604E1B54E457C49C480485702096DE,"[0.9110247166753345,0.08897528332466556]",0.0
25,592CF0701CF41A29FFEE8A575E49F977,0881DB88FF2FF151D3A3B211EBFC7854,"[0.9311787544990737,0.06882124550092633]",0.0
26,3E3DBB0CD35EC8F9EBAEE05E8E818E72,26DB4CF338B29137F104F5047A1FE32D,"[0.9163589532542709,0.08364104674572916]",0.0
27,A353BB86B87DCE61B61702AEE232A586,088F10B4FAA3B4A9B0BCE64D2E9EF007,"[0.9160546814824734,0.08394531851752668]",0.0
28,063A83B229A5819DCF123A0A84276389,81A13A28BE19E09AFF45558831B20A0E,"[0.8489498371915163,0.15105016280848366]",0.0
29,44AA1068E7666A3CA2500417317C02CF,C26679293F592A5F12BB568CD75F01DC,"[0.8940189236350967,0.10598107636490331]",0.0
30,29C98BD751AC5190A2DC2D0BFD0C62AD,40B2DD14A25E6D61EDCE414863ED3B43,"[0.9087000123447835,0.09129998765521649]",0.0
31,2FD9963BF00B6CBD41486148CB9778E6,DD277F3DFDC458935F9579E258A42AD3,"[0.925244239637949,0.07475576036205099]",0.0
32,257E3F4B57BC12369D7C6F1AD73E413E,D988C29E7D8985D0EA794C438D4DBBBD,"[0.8897876322643359,0.11021236773566416]",0.0
33,07E7B6B5BE19B518BEBE555A5A7C4EAA,7658175093D4153336556E33C4E4F19A,"[0.8824312443145876,0.11756875568541234]",0.0
34,9133CB3E79CAD60230666175B117E500,0E95777EAC1D85AF48428D65D0490F6D,"[0.8837668358666322,0.11623316413336773]",0.0
35,A1EC901CCEED9372D4E03AA9BE11327A,2C821B193F408F7251C4D92690F4EC67,"[0.8869406645334147,0.11305933546658524]",0.0
36,6CB061D322D340BCA283ECE8CD6B146F,AD0B540FBEEF59B62A98FACCF7FB09BF,"[0.9242484142215434,0.07575158577845661]",0.0
37,60B67767DC872628B21C76E18A4BE939,15AAF955E3BE033984F76CFF3BD442B2,"[0.9137219658067781,0.0862780341932219]",0.0
38,5E456A54D1D2FDDBB1DD15336C5A6C46,2E301DC69A99DBD7AA46C6515F29D04F,"[0.8939718082093127,0.10602819179068741]",0.0
39,BAB4534CDBA1215A40B2961D3D35CCC2,586E2A1BC9D83FF8E4E0E10441D504F1,"[0.8907437278254388,0.10925627217456126]",0.0
40,2BE2153BCF9478DAAED1F3F501F04935,8A53F1FBE4E90C3A2550A315D3C388C2,"[0.8842536539445979,0.11574634605540224]",0.0
41,DD1D7FFA3B05D8D4775EEC44EAFD80AC,B1EBC89688ACDAA567EFCFB120611443,"[0.9410014156988122,0.05899858430118783]",0.0
42,27ABCC095E4A0EDEDCBF4809336CF2A2,C4B1A9C81DB4792B60454D00E71C6D85,"[0.8455290263114416,0.15447097368855847]",0.0
43,DBF56D8D25D2A57CFB04D2C5E62C171E,236960086150DD8094D8BB8705AA5EFC,"[0.907474560585426,0.09252543941457411]",0.0
44,D12E15C90769F21E4D724121930A757F,96182017D945D4E18A810070ABAF3608,"[0.9371960242373153,0.06280397576268472]",0.0
45,27933F5FD2CF83F589102844B064404C,3768D058C31EC7494F105DF0033557AF,"[0.9397645753920788,0.06023542460792129]",0.0
46,44484E9B618DD49F2B7DDCAADAAABFD0,F439B1BFE8C7DF7D68DA20FFCA5293A3,"[0.8861303360362005,0.11386966396379963]",0.0
47,204E54CD1D4F82167BFF88CEFF6B4CA1,D464FA80A2B009394D051AC780F5BFEA,"[0.912506586966129,0.08749341303387102]",0.0
48,FCC969764E204EFA2910B0B41A0354F1,633B41B9895C89786CCC8C0A9D7E00F1,"[0.8690787545908035,0.1309212454091964]",0.0
49,06F4F6B9CF60431B8C52F2810FC70103,D1C59DB92FFD550EC85B39CFF6840AD9,"[0.8852228909719579,0.11477710902804202]",0.0
50,B19888BE7CE4C41C778D9531C2469301,041C304D1D86104A88FE0C2D84B90C50,"[0.9007601645090103,0.09923983549098965]",0.0
51,FE05EF3D2C2DF7586EE2EF8EE79E1B09,8D8C1C6005F4ADFE2735359B658AE870,"[0.820596384059186,0.17940361594081408]",0.0
52,4DB990EC6C80C143DE86A20F9E0EA5BE,5E3B26159D64FFF4407FD18D05B23EF6,"[0.8965441854594619,0.1034558145405381]",0.0
53,2C84881D74CC636A6546B13F8F68362E,25B440E4B260839F03E785FE9B68A604,"[0.8840643763720413,0.11593562362795877]",0.0
54,91F5C4AEE4CB1379B9D21B339C800B0D,07D58117D8C453C89A04E1495EE2EF52,"[0.926281997192636,0.07371800280736386]",0.0
55,D085408374BD3C54EB0B9C798DA7F81C,03B1582FE83E8B705620A67436930F75,"[0.9071491687012229,0.09285083129877708]",0.0
56,F633D8C2DEA2FAC20A9B65174797DE31,79543983FBFA5D0294CF51262C8DBFC1,"[0.9304058588259568,0.06959414117404304]",0.0
57,686FC21128FD56ADDC1F3FB5FA565136,14D6CBEFE808E6D0B0A99D781D613F28,"[0.9342437004360333,0.06575629956396675]",0.0
58,276E6065F397D0D02077C8A638DBD564,CAF433A2B0DDFEB2D839C847CBCDB6B4,"[0.8760202721566318,0.12397972784336828]",0.0
59,4B9EB818438CCBB27D87EB4085F21B5B,120ADFB6E5ABEEDFDD113A161A655DE7,"[0.9215748861538972,0.07842511384610282]",0.0
60,DD2357AFACB7F126F662B0C27B8448E1,1A46E621D9B9CC7907ABA36B88A226F3,"[0.8908729134422524,0.10912708655774764]",0.0
61,FE553EBFFDD2CB2DDA8F145444D23BE5,684C87EE63B8D9444BBB2D67A77E37AC,"[0.8872253953711484,0.11277460462885154]",0.0
62,1234C34CDE917266625A555DA7690A4E,0872C7E84B64149FEFF3313BF7A123FA,"[0.9142722004028784,0.08572779959712162]",0.0
63,1251EE78E895E45F7679AE7C7DCDD51E,1ED88FDF9B354F70DEAFF036F9FA3201,"[0.903447290016091,0.09655270998390889]",0.0
64,6519FFA00CCC7A0BB387DB5ECF209B92,0FE6BF797DE524B7CC9F90B7998A3D8A,"[0.8473636713623414,0.15263632863765858]",0.0
65,81DD726973755795023A6EB4B47C5ED9,204033523135FE7098B469F27FCC05F6,"[0.9342691525810602,0.06573084741893981]",0.0
66,D8428C731DDF84E7A309953BD8AF3AE6,D8802CB0BEECDCF439056EEAE9F6B4D5,"[0.8905840223266225,0.10941597767337745]",0.0
67,CF909F69905208BF45A10295D3440AF8,F53310F0D9C05C98C1E89F05B51FC67F,"[0.9242567112961062,0.07574328870389381]",0.0
68,F6D6A5D29A089C143F484407936641F5,258FE86B0B952F1EDCABD2A07D8328FD,"[0.9043231696110311,0.09567683038896888]",0.0
69,4816176B7136B135FE7C55002E5511C1,1AC7B7BDA3C0091A114AA0AFD43C35C1,"[0.9242893666796176,0.07571063332038236]",0.0
70,61895AE3E58B6C8C3996D41074527CCE,293EBCF85FEE747F7CD091D16BA22B92,"[0.8734647957164,0.1265352042835999]",0.0
71,4325D5CEFD57DF9C19A246CADE1AE48F,4FC87DF2192031989D489D05AF5B90CD,"[0.9283892365532889,0.0716107634467111]",0.0
72,2AC43E411598AC33BB406B58C7BCE4D3,A28542CE8C6228B0CB1D644B5FBB7E61,"[0.882329611951088,0.11767038804891206]",0.0
73,54DA95BDD4D70BCAA10F11F2A84C3DFD,1BF816503ABA9C00AEEAC26E7D160B3F,"[0.9123169272548222,0.08768307274517781]",0.0
74,1FAC59591F16C084B923E88FE93F50C8,5DECF7575D6A98E110C264FB2699B66C,"[0.9381867050358519,0.06181329496414813]",0.0
75,40FC7E9017AE1CEB34D0430DCD1E6629,AB8AE0F80C3029E201C429299AC9AA50,"[0.9270943357096643,0.07290566429033579]",0.0
76,D4E3E7AB2EF36BE4035530BBF00A2453,ABDA7BE5481E5010E4CB0AB5D5103CD5,"[0.9206266336870826,0.07937336631291741]",0.0
77,FA3DFDB0BC0DCBBCA9204F222963413A,A808EB5561890D2492E34748E9213696,"[0.9224194854911861,0.07758051450881398]",0.0
78,73F3CAAEE3B18DD130938CC58A13170F,0C28884BEFF92D7BA715359F628AB058,"[0.913179545297539,0.08682045470246103]",0.0
79,E13D1EF594315B57974EB1A85E03C179,754C24A1A388FE083E6982A89472D794,"[0.785190569345054,0.21480943065494595]",0.0
80,AEC24894C720EC280E68676040502F5A,75ABEE567B507A7EB263CA2D5B935867,"[0.8839772470520252,0.11602275294797484]",0.0
81,3841A33EBAA7F2614BFB38BA8ADCE517,B2CB020E4124C2898C2CB76B78813684,"[0.9306475021259331,0.06935249787406692]",0.0
82,8FE1519692BECFCB71649B270951735D,199BAE4013CB7ED77138E5FD797170C1,"[0.943730045948153,0.05626995405184693]",0.0
83,9330FFF97CE34AADDAFB68DA10E6A09E,D752555CBDD309363B6E4D22083E3B1F,"[0.7692526685435329,0.23074733145646703]",0.0
84,22CB9479B4085BE205862757A54222A4,1ADF8499C5E3BFC408C870726B369868,"[0.929744137487886,0.0702558625121141]",0.0
85,125DDFE7247FC4344649CC31D816B03A,9167262586BFD5AA21BE5EFE08A6B2F9,"[0.9223307692645835,0.07766923073541651]",0.0
86,748C5B50B36F84880BDEEAA4A863266B,5CEA1598B47881166ADB90B584F5B5AF,"[0.8033999237988918,0.19660007620110811]",0.0
87,675A853B752D611C36A18F59402215DD,32AA5B110BB42E60F90E7712F29733CD,"[0.8328311596259507,0.16716884037404933]",0.0
88,DB2860FE1AFA5C8AC6666AD8992ADFC4,58B27CBE9567A7A0C62B0B84AA2E9915,"[0.9294439435559827,0.07055605644401731]",0.0
89,9ED42E00F604F2F9C3B05C447E7DA1D7,F692C575D6DF4ADDA737D62EA3119748,"[0.9044090237911744,0.09559097620882563]",0.0
90,6A766559962D99393C71D6A566C99F35,90EBB16989FB0556348AC7636D0D9BC2,"[0.9268397879352542,0.07316021206474571]",0.0
91,7D4428C4294CDE52EB50D6C31BCEA866,BDB73802F6E3A128E7486766D9D1B02D,"[0.8674634451803209,0.13253655481967908]",0.0
92,0A3DF3E70B799E2BBD82FEA9A42E7CAA,569C2597F5545ED62000562024259D10,"[0.9255136992682894,0.0744863007317105]",0.0
93,4E47AF0846A8344FD1B079777768E241,935AB7EB0B2974559F5658DE3EEE2485,"[0.9110852024260708,0.08891479757392923]",0.0
94,FA6ADE60B5A004A21B9C0BF7C37097A1,C7D17181A46E2E184551C3C08FB3FE1D,"[0.8918638062700573,0.10813619372994274]",0.0
95,C537C88C925B36E603EDA3484CD44A16,D6D32D926809559246EE0B9B44351B84,"[0.6656268454175193,0.33437315458248074]",0.0
96,798595E2F75BB34C93F6B344FE58EFC6,BD108EE6239A71661E87977B3F91F270,"[0.9235059920203141,0.07649400797968582]",0.0
97,F8A154B4D3302BF311877E3B26CE4BFB,FB8764D0535D3C3673E53A4DD74CBEC9,"[0.9045470929291364,0.09545290707086371]",0.0
98,96F690F47993E2FA07AC16CBEBF017D0,BA5D47AB810FA8AE85D59B2C33E4EDB9,"[0.8873479618800018,0.11265203811999834]",0.0
99,C101475D4B7F175D28571663E39151D9,CABE11585DE955541D055B9564DAA442,"[0.9376206229086368,0.062379377091363285]",0.0
100,22FFC9701890553E812D7E6E2099EEC1,15D2AFC7F9E182A62863ADF6A84D8869,"[0.9322872284332483,0.06771277156675175]",0.0
101,1A39A09B37AFEE6F3DABDE416E72B47F,CAFE3546EB68E6A4B57C6AFEC7FC6B25,"[0.939525880672303,0.060474119327696994]",0.0
102,2E65D9DCE8D987FF3FB7BE98107D623F,DB5A0FCF6008D331FB167EBFDC99C6C4,"[0.9205748145567652,0.07942518544323475]",0.0
103,ACABAE5880FD92BC4709F0426CC45C9F,E32A4E4EB83BF7F2F7750390A1388145,"[0.9412503080269401,0.05874969197305983]",0.0
104,FF2D14F8E225A38944CBE5A1DAA2DF4E,1CA27943C033A067E4F3A3FFB6276DE9,"[0.9339763398057936,0.06602366019420632]",0.0
105,DCE43071A6C582E4B6F9912E34F56FC7,35CC4FFD8E2FFA28D27D5CAED9A22D81,"[0.9195872636880434,0.08041273631195654]",0.0
106,B84997A9ED2B22EBE30F3E6CA1D9DC8D,04AEF277D221A3555FCBE6FABE283407,"[0.9327921833341832,0.06720781666581674]",0.0
107,0FE3899849DEF16A575BB81A769DF742,0EAEC1BB55BF1C0B51C8A644F4523A86,"[0.8463460796370882,0.15365392036291187]",0.0
108,7F29327FBD4CE9377C49FF4A02880301,7D73EAA9D8984184A4571D56F306977D,"[0.8379573558364182,0.16204264416358177]",0.0
109,0EE110B3827D3C6D86AF7A811C8C6CBA,29718CF1E57D5B79EFED93CDCAEEB548,"[0.7387900629794505,0.26120993702054957]",0.0
110,F7215DFE9CD22C86CF549B50FE65FC25,7F2F3B58D2C7BE8CF16CEBADE812225A,"[0.946705074396653,0.053294925603347094]",0.0
111,FD48AAC8F969DEE30E59D66609E1F3A4,131DB53DA7A1DD4B3F9D8C7842BA9074,"[0.8922368087518942,0.10776319124810585]",0.0
112,FF64529C22C6ABDEE9A710970B887114,35D0675E67A0A53D501153EA4F1DAAFA,"[0.8998864282395896,0.10011357176041033]",0.0
113,7BA30F6CA1865F457E232A15B672E78F,B678F7A5BF0C5A8D62A26A1E127E19B4,"[0.8889709871517997,0.1110290128482003]",0.0
114,70D59ECA081F844675D9C7CC8E617D43,015E19134FCBF42F68E75AD9EECA344F,"[0.9382556782049436,0.06174432179505639]",0.0
115,C25291AAAD9F56A4D9170865BD775F89,40A5265460952FBA83960092DB4BA825,"[0.9145029235890407,0.08549707641095931]",0.0
116,A22AE22EE287E9087269B42A3D3EA583,DF3FC5BE0EE842D6F6E6C47D5C5E571B,"[0.8477813398542352,0.1522186601457648]",0.0
117,C2CA7D2673A329F17C798DCDE56CBE3B,3FAB507012EB0F80D5E0FCD023F78838,"[0.7799852626730606,0.22001473732693935]",0.0
118,53732A64B714BA238170BC73863093E8,606BEDF3FA9795BDE67842CC28318A5E,"[0.9322323861806879,0.06776761381931208]",0.0
119,8555CBB3FEF23BDB311BB2E04CB5864E,132683E39AE7CD40810F2275F50B8199,"[0.85788227265613,0.14211772734387004]",0.0
120,357B0B27EC6D49FD04EBBE6D16DBD01B,81900889D24B798899CE318121AFA139,"[0.915641212854912,0.08435878714508804]",0.0
121,3CD8227F36D9F0DDAD2E9172DB42ED4E,2184070DF54BFB626CA7D628A3D050DF,"[0.925232762850879,0.07476723714912102]",0.0
122,9696F1DC9A42A2246140C3B37ECDE468,1D7AAC393FE3F4AE05BA3944A36AC191,"[0.8940280058234079,0.10597199417659209]",0.0
123,FEEFABC346884E38E5A7CCFF06DA3220,B769F41F15D50328283FF45EA5458618,"[0.9371751438512967,0.06282485614870328]",0.0
124,944DDD4068B1FB69B1C5FEC247ED12D2,FFBB215A75ED507B4B4965DA30136F05,"[0.9295071417118803,0.07049285828811966]",0.0
125,479D33492E937431CF49D4D8116BF03A,2F005A22BC99CEEF0CC6622C61EEAD5B,"[0.8710800389952119,0.128919961004788]",0.0
126,94F852D859421DE5C328F582E2113BAD,DB818A714BC29C22F65324E4BA787CB4,"[0.8816801580794001,0.11831984192059983]",0.0
127,7DA4E27C701283085AED4946F2BB4387,4D57970933D5154A93D84FCACE97AAE2,"[0.9252445508862482,0.07475544911375166]",0.0
128,8303E78DE31703EF1FAB8DD42B8C14CA,17D3C5BF7FD781FCB81AB8CBDD22E2A7,"[0.9111486880513296,0.08885131194867033]",0.0
129,0612764DD06BDA6C1F008B6484848AD6,2BC6CEA67C53042B67B17D4FAA49DEBB,"[0.8886653703589958,0.11133462964100413]",0.0
130,45A2E31AF0C0E63AC3C6F027F2173FB3,90115E438C1C78519B37A654C9C879A2,"[0.9428461560721116,0.0571538439278884]",0.0
131,00BA54D1DA0811405FFD01DCEFC3C001,6E7B26195D906979976B8F4EFC9F1C9B,"[0.9242579961674355,0.07574200383256455]",0.0
132,F4015EE23C54C1FF85B3BF85D97577DB,D32E354D1215FCA49D8082B45C14FB41,"[0.9327340251968399,0.06726597480316002]",0.0
133,94BA3D9EF6F39F6BB89EE8706AB6C660,0B733DD2E39494FE7C504D81B211D274,"[0.9101250763569251,0.08987492364307495]",0.0
134,9411EBA3DFE9DEC3BD0482F706203376,B7362A18A6613EC4ABB10ADD304DF53A,"[0.9342042686582767,0.0657957313417234]",0.0
135,5530754A0A11D3D488DA85DDEF760E10,31CFF72B577F200A1AAF6B2DF12AD421,"[0.9187091527645217,0.08129084723547833]",0.0
136,623857A708834181D3BCE95A170985DC,E3CFDC9F424F8A7BD47A2D3877C6E405,"[0.9376399407452334,0.062360059254766495]",0.0
137,6AA73B5BE7402F89C3CE83BBC4D71640,55585CC4101040506F18B99F13932C68,"[0.8988819700809746,0.10111802991902544]",0.0
138,6DB131069A32941F5C528F10DF4610DD,FD1A528F176CBABD47DB8E112684C477,"[0.9202323895343918,0.07976761046560821]",0.0
139,BD47B0348DBC5A077713A3D7470D772D,5EE05A78AEEC63B9230C92977C5B6991,"[0.9062308234050019,0.09376917659499799]",0.0
140,CEC01DF1B598FCF91BF7E8259E29832C,445598C7C023D125D2D17026A1465282,"[0.8920524306985136,0.10794756930148627]",0.0
141,0C6C167D174132F65B8C274DFC4C85AB,4B4071D2677810933CBA3C0B22910DE2,"[0.9251089800023262,0.07489101999767371]",0.0
142,3771E93E8F9EDEA456F5A12C5267EA9C,FB93F3A70FE23DDF52B0F5753BD6B43A,"[0.8875898718531282,0.11241012814687175]",0.0
143,8EC037AB47FBD6B01094E015D35954C0,5C84C3A44BF25E1094993D600D6E7526,"[0.9195081058405581,0.08049189415944188]",0.0
144,BEE80938C131D03B83907E7B19E5A63D,64D116FCA935B150E858CD2003D06D9E,"[0.863298715908044,0.13670128409195598]",0.0
145,75885EB51F5BEAE125BC352D045A9CE6,F02435971514E7D48C1B5A342DA3129F,"[0.878534537249178,0.12146546275082212]",0.0
146,1045671BD867A050F2DC3EE219017526,A1F85B2269D7FB4FB4B4A1D7AE538A6C,"[0.934070678830049,0.06592932116995091]",0.0
147,2B4F28865463A78770D293C659DA1059,EC6C7F90B0D365902EBB4C406DEF0529,"[0.8898488219336347,0.11015117806636529]",0.0
148,9FA0523180D30B6BFF856A892DC55F9D,0706D11491A7FE69108BF9309F072EAA,"[0.917119132626439,0.08288086737356096]",0.0
149,0ED89F0A1911C730DF06C03DD5F9BB3A,4540023A11260272E049B4525E60B4FF,"[0.9250803223054564,0.0749196776945436]",0.0
150,C53F08D7203C323C7058FF18FC73FA1D,C80AF0DD15A90F7A4B8DDE6F70FF07A2,"[0.9237717699121546,0.07622823008784545]",0.0
151,B8DDA57B27F61900A76A2926C3327FD3,D3588A933297C0D15F20C4DDC3399FD8,"[0.9063279522998806,0.09367204770011937]",0.0
152,D63CF827AA6695C49103781D5B7BD949,C73E068C8FC18D6AB277857E60234290,"[0.8876334480400381,0.11236655195996188]",0.0
153,4DE4BA390E8ED48D11C15864150403CE,946475B04216C11D4165EE7F3F8880C5,"[0.5617283515958043,0.4382716484041957]",0.0
154,4D925CD1B8D8473E50A09AA3AB6AC11C,02D0F7C728CC5A07F7ABBFA27AC6D153,"[0.9220602629516718,0.07793973704832835]",0.0
155,E34230B732F0F18C9D4F5B95D921BF54,1DC5AA78D55B5B854C7D2E28E6BE8CA7,"[0.6242981462481066,0.37570185375189347]",0.0
156,028A15C01BC479BFD35BD2787EFB6619,DD2D9B44226144B29C593447E0273915,"[0.9222850684117627,0.07771493158823728]",0.0
157,10ADC50F8C0673E2A03FF15FE17C2269,65E35FD954EC41F4A4027F035D3EF2B2,"[0.925672466773146,0.07432753322685401]",0.0
158,A1D2575ABEE4CF2933DE3F961667A49E,8160537062ED7D4FE38C6A690286F2C7,"[0.9314611780365338,0.06853882196346626]",0.0
159,6E219375640E3A3E57DD876CD55D75AF,9758DECD1431B953FD79D5799A194CA2,"[0.9206806490622401,0.07931935093775982]",0.0
160,CEEA1191909E11DC0127E9FFF84FC98B,9F48E84B69895C17303F79F49A751D2B,"[0.9286795532896678,0.07132044671033232]",0.0
161,D0984F226BD9AFFC2909398E5BDCEC2D,DEF7EBD905DC10E90BDF4C35B62B909B,"[0.9007610710003725,0.09923892899962761]",0.0
162,15A12E33EFBBC0F82C9722DA7B7AFA9E,69ED5314D9769C1A60598D6BD435E91C,"[0.8953220619162637,0.10467793808373634]",0.0
163,424838D879F76A9EE6D46147E8563101,AC3A3D9FFC64E618ED590EC5F4676CE3,"[0.9206174413083276,0.07938255869167252]",0.0
164,6ADD60575A8312A1CF80A3025C732CD8,BCEDF3DB7EC490F4AB38B6C8384694F7,"[0.914348364445061,0.08565163555493896]",0.0
165,23E9D02E45CE3A2BD4A058CA0BC235A1,4E89279F33F75818227307F204662B19,"[0.9037390216452639,0.09626097835473608]",0.0
166,34515A39F49F484FD0DEDDBFC59BD593,9F1B4CACC2CAE633469FEB4516100431,"[0.8410554921551714,0.15894450784482866]",0.0
167,10D4FE7EBB16F7DB8D1F14F3D841D331,24A9254EFC79FB3DC15C237157F1FAEC,"[0.8433141443179153,0.15668585568208476]",0.0
168,B53EFF92178E373E94A40C3D94165364,28CA47118694D3C470462B504D0D435C,"[0.8086748871776231,0.1913251128223769]",0.0
169,B9F927733CA678F809F52D36CA4FEEE2,EB31DC5DDD3967122E24553B9F3F2BCE,"[0.8937776363760168,0.10622236362398316]",0.0
170,C3D8BB33EAE711AE6E9313D5DF7132BD,FFF3976EE6D834A9BE5CCC09275FC151,"[0.8940702653860585,0.10592973461394158]",0.0
171,0778F638A02255E4A0C8815DB2EC4FE1,3B2124A724C6AB9F47BEC1CB47664F6D,"[0.9128858555580516,0.08711414444194837]",0.0
172,01905BEA5531A65FD7FAB2811446FE5E,C9D5E6BAC2DDE98665C996142B6A9B39,"[0.9137324608529269,0.08626753914707302]",0.0
173,F1C3F0064BC808704D04079CB5FBE54D,09C2027F4352E4F709E7E6C8EA093443,"[0.8940534294754908,0.10594657052450918]",0.0
174,7C0AB3E5EDCAC65DE194165614A4342B,4BD4613ACE296BA20F324C1CEFF6FE15,"[0.9205116040142649,0.07948839598573518]",0.0
175,C704F2AABE71E77AE59962942FC51963,8638B24415E9FCC5EDF1F7249D1E78D5,"[0.9337623041840774,0.06623769581592268]",0.0
176,ADFAA8249533F5AB9F389F3D464B4C99,66F777FFE7671B502C323BDB226BDFD1,"[0.9230598157508256,0.07694018424917444]",0.0
177,ED954296B57576EE7BCE04A6862E1D06,0317778F6D92EB7AF4F290317B16FC2A,"[0.937439454597539,0.06256054540246106]",0.0
178,0E35761A7525B38CF7F8ECED37CDB275,898559BABB8BC53745C7AE0D6398BDD3,"[0.828752373837431,0.17124762616256908]",0.0
179,63F383A3F5A2B13878987032D3A1C645,A39898F3F7BE7BFBA73A050CDBA363E6,"[0.8853211386565993,0.11467886134340069]",0.0
180,54C6A8D02923259D83312C06423D840D,C98DDB486C4BB1FD73694199CA3932B6,"[0.8616091114032715,0.1383908885967286]",0.0
181,534C112AD16AA9D48285A9FCDAF50D0B,F9BA334AEAFF68220E013D98B32ABA56,"[0.9324576563203675,0.06754234367963251]",0.0
182,1179BC6C132D8C9650B6FD71AC3748E1,337F9F1BB664F20526065B26A66E11C6,"[0.8550625627683714,0.14493743723162847]",0.0
183,0C8C69EFADBC9A87086B942F0F39E434,35BC05C4E999A72AE0041E76BE91FECE,"[0.9467674655280345,0.05323253447196552]",0.0
184,71724B97A2992E842A5BAEB0DF9417B5,B6D6926A3FEE9DC6E4C12F9772021CC3,"[0.8774374510742736,0.12256254892572635]",0.0
185,5585EFE3573BB52D9B53258F099C597C,F49F3FA11988AC656E8E946F6DC85212,"[0.9245763594305811,0.0754236405694189]",0.0
186,C288EAAD5C352B8E5A16A8A3C1999584,B56718EDCD0DEFC842A2CC3F04C2DEB9,"[0.9245010102910305,0.07549898970896957]",0.0
187,A7A96EF605AB7EBBFF8A6D8B0797F610,33E08F586277EC91D9F1620DCF68C04C,"[0.7483066578596183,0.25169334214038175]",0.0
188,C13E160F850C5237A39CCAF3BC08A8E2,90AA51885D1E3372C23EB9D0B59B3996,"[0.8967258758714856,0.10327412412851442]",0.0
189,BDD55520493B8434739685D92E5CA067,C12E18F2D5CA329117EAF55AE6EE0EC6,"[0.9354550758732911,0.06454492412670895]",0.0
190,781316B809E85D64AB2783AF613B7A37,CF44FC0418BE3923E3616F123F47EEAD,"[0.8872597618164606,0.11274023818353933]",0.0
