,tweet_id,engaging_user_id,probability,prediction
17,2DFE82D14ADE9E1D9E8061B9403D78EF,00005605C8A49318D4A93B42F386CB24,"[0.9257547742380199,0.07424522576198006]",0.0
18,58FCD86F15F90CF919CE3D24D3027E43,00005605C8A49318D4A93B42F386CB24,"[0.9257547742380199,0.07424522576198006]",0.0
19,AAB991DF2E250677775BA0A16EA767C6,00005A197A6EDCF7203D74FE49D1977A,"[0.9174512484898323,0.08254875151016769]",0.0
20,36DE08ED9ED0BF6765D6B9C3F3898E9C,00005B5734CD2CB88CBD541ADEBA0F4F,"[0.9389069502545843,0.06109304974541575]",0.0
21,6B0D7E7293D406BDFF7F62BFEE7F4721,0000675DCCACC60EBD6730C8B045C63D,"[0.8444531017160886,0.15554689828391136]",0.0
22,C49B96BF6E617F8A0D762375E3F22455,0000675DCCACC60EBD6730C8B045C63D,"[0.9142292269145573,0.0857707730854427]",0.0
23,342651094154B0D1EF11DAE43A7B153B,00006B88F1B1F669C69E886F71FA0562,"[0.9295344678075491,0.07046553219245082]",0.0
24,E6A22E48CDBFAA87D68D14D0A3AAC388,00006B88F1B1F669C69E886F71FA0562,"[0.930976155951879,0.06902384404812092]",0.0
25,B976BE842BFF422F908F8D2F35AF9A75,00007745A6EE969F1A0F44B10DC17671,"[0.8729720065012353,0.12702799349876465]",0.0
26,5681CB9D6FFFB842D1C79E91110DD022,00007C6F44F143C51F142F109DC84E3F,"[0.8823620960266302,0.11763790397336985]",0.0
27,6BCF4BFED5822E4253C77DD532B40F21,0000805138B2893E49E988E2429E9B23,"[0.9342192843500188,0.06578071564998124]",0.0
28,59FC057E68B030EFBCFDDBCD8C567082,000082C9BAAA31325CC3E1C1D65CC6EF,"[0.9219728058374412,0.07802719416255875]",0.0
29,74E5A5893BA060F2E4A41BDB5E1694FB,000082C9BAAA31325CC3E1C1D65CC6EF,"[0.9018127245493376,0.09818727545066235]",0.0
30,B44670DDF3CDEB327D2AA1461F9C5AFF,000082C9BAAA31325CC3E1C1D65CC6EF,"[0.9271527619926289,0.07284723800737121]",0.0
31,173BBB29D8D1B3A2967D32C0A0C75F50,000085C3AE598387700C7C7D71FF9022,"[0.8518599121966444,0.14814008780335566]",0.0
32,1CA861B45988FA6B29173A7E9908E65B,000085C56613B04BE959892220AC08BD,"[0.9136674045472502,0.08633259545274978]",0.0
33,C9AB987D6FF59E01FB680BCD7E1EF17D,00008E9A2F95C7D0590584CEBF940364,"[0.9041624415291922,0.09583755847080783]",0.0
34,5C7144D5D10489FF3EA31B56AD42F9E1,000094FFB24B920153645C25CBA720B4,"[0.9128563463353926,0.08714365366460736]",0.0
35,AA006F253443DE587CA2F8D334058835,000094FFB24B920153645C25CBA720B4,"[0.9309430601351175,0.0690569398648825]",0.0
36,592E71090407E657DBE858130FE2880C,0000973510919BB1FC29DFB96309CFF0,"[0.8178917646069694,0.18210823539303053]",0.0
37,A72D86A37F4BA21FAC566DE90B95B020,0000973510919BB1FC29DFB96309CFF0,"[0.9122886147952968,0.08771138520470324]",0.0
38,92AE91294FBEB84EF8DFB5F3EE85582E,00009DD2CD7DA472ED08590B4E6CE6DB,"[0.9244182593521477,0.07558174064785227]",0.0
39,D0F8A63A431620A161D2F26159BD037B,00009DD2CD7DA472ED08590B4E6CE6DB,"[0.8039933827413103,0.19600661725868967]",0.0
40,B1EF33B9A23E880FFF92418DDB32C30D,0000A44EC17D527A86A93082E1187947,"[0.9273824065676705,0.07261759343232953]",0.0
41,E05931F6C3ECAC73D42ED1221F1544EC,0000A44EC17D527A86A93082E1187947,"[0.9236139530937331,0.07638604690626685]",0.0
42,495C9E5F3F6539C1A42BDACE11A6F45F,0000ABD70C12C5D2381B775919BF88FC,"[0.835753734422181,0.16424626557781896]",0.0
43,173EF56CE882A3DB0A1BD02317D4ACF0,0000B0CAB9BADF2CC04596E5D543892F,"[0.8711697192334198,0.12883028076658018]",0.0
44,52850B759C3A28B7E534367CAEBE4ECB,0000B0CAB9BADF2CC04596E5D543892F,"[0.9250373643268196,0.07496263567318054]",0.0
45,9A8914DE5B7015789ACB39291BEBC860,0000B0FC79B58C266D14DFB7463CF180,"[0.9330773877739988,0.0669226122260013]",0.0
46,E37730CFBCFBA82B8050453D9F96D883,0000B75111487069359C9D2563B75227,"[0.9199776357041143,0.08002236429588569]",0.0
47,EE89D43F5AADEDA19E27763E6A82949A,0000BB8B8D28ED916ED0E0858EB9FB21,"[0.9040407868098778,0.09595921319012227]",0.0
48,8D5F9F3C656561AE81956F0FB988A2E2,0000BD0FCB197B416BF84E9BAD52AD1C,"[0.8784698782851326,0.12153012171486736]",0.0
49,A6C527DC3195272B81103E7736D433AF,0000CD54D0C4B7940B1C77B822D7D4F8,"[0.9079854320548334,0.09201456794516669]",0.0
50,18DEC2701305A0267CA57B35920256A8,0000D9B1FCD8A666F028472EBB76183E,"[0.9169589324529763,0.0830410675470237]",0.0
51,E17CD78870D96ED9E6336F63848AD6D6,0000D9B1FCD8A666F028472EBB76183E,"[0.9209100140376073,0.07908998596239263]",0.0
52,31FD9385446A48D83ECFD0CC48676C9E,0000E09352582F1C98EC3560A42F748A,"[0.9207421442126179,0.07925785578738204]",0.0
53,59507515E9887DEDBF77BF9942FF2687,0000E09352582F1C98EC3560A42F748A,"[0.9296312497589195,0.07036875024108052]",0.0
54,79D0D6CAC5CDF9B198A5A44DAF1400E8,0000E09352582F1C98EC3560A42F748A,"[0.9263158775305037,0.07368412246949622]",0.0
55,B99FCA5F587FAAAEB8C50B8BED926D8B,0000E09352582F1C98EC3560A42F748A,"[0.9207421442126179,0.07925785578738204]",0.0
56,EDA74ED540C0BC0A856B1882F6ADE736,0000E09352582F1C98EC3560A42F748A,"[0.9174260785634782,0.08257392143652172]",0.0
57,ED883D32335A0E051DCB8597F00D85DE,0000E2174E88F05620E3D051EB2D65C5,"[0.912640466457599,0.08735953354240107]",0.0
58,16F6150185BA3058CB7E153CBE282A04,0000E4620345ABC237A8AB8527BC299D,"[0.9334638777001177,0.06653612229988229]",0.0
59,55C60D12E07B001EB171F288A8DBC1CC,0000E828BCD98ED628F5FC6160E1EEE3,"[0.9190578599387376,0.08094214006126249]",0.0
60,16A74D86D7295049C0DA5CFE0CE4035D,0000ECA47FF64B2DAB9802995A8BAB1D,"[0.9117589687271952,0.08824103127280472]",0.0
61,7D25643900460151E881A61A9D381838,0000ECA47FF64B2DAB9802995A8BAB1D,"[0.8960493568069383,0.10395064319306177]",0.0
62,ABF4A8BA129352B62854F952BC56460D,0000ECA47FF64B2DAB9802995A8BAB1D,"[0.9081611580491743,0.09183884195082574]",0.0
63,DD6EDCAC926E0305F62219FC75D5B213,0000ECA47FF64B2DAB9802995A8BAB1D,"[0.9042201031818482,0.09577989681815166]",0.0
64,4F7E923BBAD01DB35DAE8C3963089E35,0000ECBE5F5CD9870AF7BB3DF707897A,"[0.8690338424316737,0.13096615756832627]",0.0
65,5189716FC6B84E38D7614ACBC8E527AD,0000ECBE5F5CD9870AF7BB3DF707897A,"[0.9263626677232792,0.07363733227672062]",0.0
66,B87BD6C4089A5B8B473A09A8D2AA19AD,0000ED04EB07871ED84C81D51EE67868,"[0.9194105777503003,0.0805894222496997]",0.0
67,59108883C82284A0F2C860E64ACD44DF,0000EFF93D712AE07372A508E233F378,"[0.8762127500740376,0.12378724992596239]",0.0
68,5EA854E28122C5FE3E96C5B1A1CD8860,0000EFF93D712AE07372A508E233F378,"[0.8775081505481397,0.12249184945186029]",0.0
69,4C88EF7AF14693157BE4FC3698899935,0000FFB5C12C727C1898812DB1EAE8B1,"[0.7384565714268008,0.2615434285731993]",0.0
70,53E7CB52931E42DFD65EA37C69AB9A75,0001024FF800D917C59BBD180FC1FEA2,"[0.7504568045542048,0.24954319544579517]",0.0
71,E6C95D56BC1F8FC369CC8D9B13CFAB42,0001038E650545BC18CB8D686122EB42,"[0.9243130860936901,0.07568691390630998]",0.0
72,7A0220D2A252DB2C4D8E848D42E8B8CF,0001064541355DED94A2D768457C8BC3,"[0.9373162390241166,0.06268376097588338]",0.0
73,0B31C65DBDB70FBFA1FCD606C46E4C36,00010EB063EB8EC64A009AA80DC3F18F,"[0.9193199895623019,0.08068001043769814]",0.0
74,7536BA4E31C6FCCF53BC767339158EBA,00010EB063EB8EC64A009AA80DC3F18F,"[0.9174231055632551,0.08257689443674476]",0.0
75,4CA1D184917CAB208082C3521644C7A5,0001117A32C522F1EE06829E36B62123,"[0.877101227109321,0.12289877289067894]",0.0
76,50E944FA54A342250C1038E9CDF04CEC,00011513459EA78C717C120F1F2CF844,"[0.9206288937432177,0.07937110625678222]",0.0
77,EE14F838D6012F38832C046819885852,0001202124A4854FF347B8CE8A4663B0,"[0.9035661514168292,0.0964338485831708]",0.0
78,32ACB7BBA864379E56DD0CC7C1DC3C68,000132FE8FA9AB1EE8B069C82EF4196C,"[0.8845105259905489,0.11548947400945105]",0.0
79,BB3ACA6385642AE1440E147A5E05D08C,000135525DC69CAFAABADDEC49A983B6,"[0.9297934554554439,0.07020654454455613]",0.0
80,58812816F3A996DD6F575ED5DF237404,00013A9709B40D1CE9A97511DA6942CA,"[0.9241172721485384,0.07588272785146162]",0.0
81,E37A37C34BEB206A3AEEF33952960D0D,00013A9709B40D1CE9A97511DA6942CA,"[0.9154317711273455,0.08456822887265457]",0.0
82,5BC580806697CAFD3F7E5825E2C98F78,000148268865A4E5755B6888B858B6CC,"[0.9144496440032036,0.08555035599679639]",0.0
83,1D8CFCB597B2A918B14B2FD26B52AC9B,00014B4228BFD632C943FF04CF4C71CB,"[0.8766580178834049,0.12334198211659501]",0.0
84,8FA74396A152743ED956FF8B855D39F9,00014B4228BFD632C943FF04CF4C71CB,"[0.9021548481476243,0.09784515185237569]",0.0
85,A85D7EC3C2359B6D12A4BA72AEEF6A12,00014C2C8A048F31E8025CDDF9A234B0,"[0.9291743504807721,0.07082564951922786]",0.0
86,513B16DF61661A226D213F5EC6FCD730,00014DA5F252B27ADE2CBEDA05EF8837,"[0.914614748993082,0.08538525100691789]",0.0
87,6DBB15E3EB401396A087D483617282C1,00014E23603C93371253BC6482BB48BD,"[0.9096609095419623,0.09033909045803766]",0.0
88,D9DA59404BBC14B14F1E9AE057A77433,00014EAE9D63291E9ECF17A6390424E9,"[0.8339284898140977,0.1660715101859022]",0.0
89,F2FD637A5C20DE54C6BD620BE182BAC2,000154DA6C3042A7DC9450FB6BFD936B,"[0.9248959862265957,0.07510401377340434]",0.0
90,4C63BC44802D54C4D5A4A9080A61053A,00015B9DFD463EB072C6D0FD73080D56,"[0.7768317957543102,0.22316820424568987]",0.0
91,DA02E31378184E91A87DFBD3E5F9C85F,0001616A0619C2EDD8D80D14DF25A680,"[0.8971705045036416,0.10282949549635845]",0.0
92,881459C0522EC3816C8DA10D656FD8E3,0001655289B9BBCCB424E03AE2F97EC6,"[0.9186682048985014,0.08133179510149854]",0.0
93,ADDC384292CD411EDD016EF6BDC0E9F9,000166D99004B9706D78C20E5044A813,"[0.9211917651110176,0.07880823488898234]",0.0
94,A93BEF3209B1C739DDBB9988A7E87BF8,000167FA4EB3DA3B9D43E75C058178B6,"[0.9268926028906007,0.07310739710939938]",0.0
95,AF87FEB33ADBB4C359D11A133E54EA56,000167FA4EB3DA3B9D43E75C058178B6,"[0.8310648123488935,0.16893518765110657]",0.0
96,4CC7703451C2298ED6FF74ED540EE0DC,000177CFF90AF62239B9ED03591EAAB7,"[0.9072211366558159,0.092778863344184]",0.0
97,3A9427306D412F14801478D928AFBB9F,00017E33EAE288082E63A20A92776162,"[0.8747128283955362,0.12528717160446384]",0.0
98,68A17263316C9D36E45FB9BEB1D6407F,0001859BEB8870787674D7606A7D50FB,"[0.8486006562555335,0.1513993437444665]",0.0
99,1C2290E8360D62B9A219F9A9A9524C51,000186DF00A3E5122DCEAB04BDB7757C,"[0.9312969862436465,0.06870301375635343]",0.0
100,1853F3F09F4C0D048B08536D9DBCB3B4,00018FE0FD13BA25E189E87512A4986C,"[0.9184716156364076,0.08152838436359251]",0.0
101,A8BFA706EA65916F4999BDD511524C38,000195A067DD1552BAAF01B9F2465672,"[0.8819128779232075,0.1180871220767925]",0.0
102,4A00EAA6A14827C8611619BA1F65C508,000196FEE222DFD3C4D6F0746EE98D9C,"[0.9135385660898182,0.08646143391018184]",0.0
103,A2D55CB65612AA44A0A3D46AEFA5264A,0001B768C7AED4FE66BF6672FFA806EA,"[0.8409677623498716,0.15903223765012836]",0.0
104,66E4875E781C174973259245C410E575,0001BFEF0568442E5C7E499244777DB1,"[0.8187243754382972,0.18127562456170282]",0.0
105,126AC7F5689E5E2E60A8205C08DBEAC4,0001C2543B7DFBEE344A6B5752202F91,"[0.8303304055991545,0.16966959440084545]",0.0
106,3CA6E5C4A565FAD58162EA7E7A7FD620,0001C768B4425FB41A8A952E2622E6F6,"[0.9141345361874135,0.08586546381258645]",0.0
107,CD0203ED10421FB649C7DFB8C098B627,0001D2A7AB2F6688E5E29AAA45F101B0,"[0.9258677039697834,0.0741322960302167]",0.0
108,0A48CB495825653040F5093EDEF1ECAD,0001D755799C69117DA14A3D279F41EF,"[0.9199875947780051,0.08001240522199489]",0.0
109,5B11391C9F6BF642988254F5296A8829,0001DB057A33D4C7F14E846929E9F6EF,"[0.9293916218306656,0.07060837816933452]",0.0
110,2DA0EF0804715DC0BBACC5BD602EDE9F,0001DBFCF58C5069CF30F25BEC2FC602,"[0.900431720720389,0.09956827927961096]",0.0
111,1C11DDCED6A63D959B14197FD694B496,0001DC8B26F67A0038E4AE547BCCFD13,"[0.9182099741575476,0.08179002584245247]",0.0
112,711208684AC0EC9D48A365F269784246,0001DC8B26F67A0038E4AE547BCCFD13,"[0.9230924918239137,0.07690750817608624]",0.0
113,AFC557F408D25F979079439F93A44C6F,0001DC8B26F67A0038E4AE547BCCFD13,"[0.8605670509192247,0.13943294908077522]",0.0
114,200169E2441318F534825188CA3890E4,0001DE027B2700FF4A59FC800BAB893A,"[0.9131367341553537,0.08686326584464629]",0.0
115,32BD493E4E38AAFA43A100CAA7C1DDC2,0001DE027B2700FF4A59FC800BAB893A,"[0.8369550406734445,0.16304495932655544]",0.0
116,400AB467C9C57AF7FD09B847FA534124,0001E635BEE0829FEEED1E0054DF8868,"[0.9274797950933659,0.07252020490663423]",0.0
117,65EEF5E7980550858ACAD05B8A2CD053,0001E635BEE0829FEEED1E0054DF8868,"[0.9173076980735455,0.0826923019264545]",0.0
118,A5822361754524C7152BD37822ED3BB5,0001E7E34DFF1C3FD006B6AF4826FB63,"[0.858046421148666,0.14195357885133392]",0.0
119,C9FE9740ACF95DBC3C7FA5CDD20E73CB,0001E910AD6A9BC0F1EDBCD2841131E4,"[0.9219036886461172,0.07809631135388281]",0.0
120,6EE142C9218D44BB4BAA82D4E509DBE4,0001F2D9755A4A71C8CE454538F40D5C,"[0.9265653197331172,0.0734346802668828]",0.0
121,BA1706438ACABB8CA55741A48186BF91,0001F2D9755A4A71C8CE454538F40D5C,"[0.9117765968614023,0.08822340313859775]",0.0
122,C72741A48F00C671D9506C58AC7CF317,0001F2D9755A4A71C8CE454538F40D5C,"[0.926674259531435,0.07332574046856502]",0.0
123,FB4A40BEEE06E237B5E46BF284E73CC9,0001FAB86813833D82E89B289B6521D4,"[0.9193004560682881,0.08069954393171193]",0.0
124,3EBE0DEA7830230A68B17E361EDA68CA,0002052D85F30E10CA4A8CDEFF2F9DDA,"[0.9284251318940002,0.07157486810599979]",0.0
125,59A849BE6FA93EB301D1C1651FD91490,0002067ADFB910D6F9AF87D90010B85A,"[0.9211917651110176,0.07880823488898234]",0.0
126,08C68192D078481DDD11D915D2E9A793,00020AF5403182B69B77556F21E967F2,"[0.8781289444787113,0.12187105552128874]",0.0
127,4535F4E6AE56E9DEF662FB16B7894C43,00020AF5403182B69B77556F21E967F2,"[0.921416918978775,0.07858308102122502]",0.0
128,95764FD75319F3D2FF9A3C58B94BEFD4,00020AF5403182B69B77556F21E967F2,"[0.8416560759275926,0.15834392407240738]",0.0
129,04A7BD38F1A9C5C5D06E8D2B0B5CB32E,000214EE7197652DFD39836CF9E1B895,"[0.927183784131314,0.07281621586868596]",0.0
130,1C937466873F1082C258F4C5F1EE7A7D,0002158BCA6C7B76C47372532C5F57E0,"[0.9277326623364421,0.07226733766355775]",0.0
131,C3183837A5AEA52B6DCBFF9E8ABEA5AE,00021644F9BBBBEBF5CD896F25FF1497,"[0.8883405758291103,0.11165942417088973]",0.0
132,10EBDB40D247782606E6DB34D16E798F,00021A09DFE80C3DB7628FEC97E00237,"[0.8785230090624013,0.1214769909375987]",0.0
133,8133C73137212C2BDB04FB673192215E,00021A09DFE80C3DB7628FEC97E00237,"[0.9312969862436465,0.06870301375635343]",0.0
134,F4519F644C174ED5C3F612A2C177A341,0002262502576AA4E342B3DDFF01DB9E,"[0.810042375307295,0.1899576246927051]",0.0
135,46954FEFE806F93B89AEF116004C6434,000227CC0AC6C74FE4F36257E900A45C,"[0.9252651245888034,0.07473487541119658]",0.0
136,8D35985AECCA2E99C0A191D2FA795589,000227CC0AC6C74FE4F36257E900A45C,"[0.9188874489511082,0.08111255104889177]",0.0
137,1254AB8F0BA9A3FBFA2C88D2071F5831,0002287558A08F192EDB24A07005C498,"[0.9255613192250461,0.07443868077495386]",0.0
138,CE634D5332EB88D9D7BAF7472661AEA5,0002287558A08F192EDB24A07005C498,"[0.9259964432384772,0.07400355676152276]",0.0
139,9A72D39CFC9D642B9B8ACF50EC3C9ADF,000229EC85C9E0029D14F9537A1DC49C,"[0.8584793147281037,0.14152068527189637]",0.0
140,B15A3853E854A34FA7B6DF816EBFE8FC,00022C46AF4D23535A5757286B44C777,"[0.9005242111009123,0.09947578889908767]",0.0
141,FA394C2578672DB77F48AFE86B6B8D72,0002332423BCF275FE2A4F896C437839,"[0.925633236865257,0.07436676313474294]",0.0
142,B0F1E5EE81DFD984D8BBB88098861727,0002417729C921555E041B46F4395215,"[0.9207664033106047,0.07923359668939521]",0.0
143,D3C06810F62B22A5D587BE8F7B7F8181,0002417729C921555E041B46F4395215,"[0.5355332205894825,0.46446677941051745]",0.0
144,BAA2917A9BEBAECE6C1C96B34A05AE8A,000241BBA4217D6A3D0E680BFF2CEF87,"[0.9292535046479908,0.07074649535200916]",0.0
145,94F1D7FF1710EBAC16022010921F2D3F,00024A1668064D467B65A58EC25C25FE,"[0.8824896699782044,0.11751033002179553]",0.0
146,927C1F9BBF022026C92BF2C08CCF08D9,00024A198A6344CE6D951A9A7145E5F2,"[0.9078799112025923,0.09212008879740777]",0.0
147,2B6B5A9079863D0AE1DC27A578651BBC,00024B6D99B740EC9E563171E8D92B52,"[0.9190681762694973,0.0809318237305027]",0.0
148,5E9CDA5A3EFF6446505262FFEB0F0E9F,0002510F681D1A17C9019421C7FF7FE8,"[0.6525426150013438,0.3474573849986562]",0.0
149,0F82D1A4E38A47212FEE4C7D5702A0EE,000255EAFA75B93183FCCBD4E5CBE423,"[0.7832236482186826,0.21677635178131743]",0.0
150,644B3EC4F68FC5CB427843F1B064D353,000255EAFA75B93183FCCBD4E5CBE423,"[0.9140062866727268,0.08599371332727317]",0.0
151,8D280F5E8EF60DF08994BEAAB3321307,000255EAFA75B93183FCCBD4E5CBE423,"[0.7760487790728875,0.22395122092711253]",0.0
152,E940CA498E7DCE829F716312995B1712,000258BE6E94A66160C54B5566E3A43A,"[0.9265170833242695,0.0734829166757304]",0.0
153,84CDEC092E3E2BE873FC6001C5668FEA,000261E8F7FCDAD8188230B8925328E1,"[0.9208457226426174,0.07915427735738256]",0.0
154,EE32A3CB6E4172F3DB63FC76F5E7FC4E,000261E8F7FCDAD8188230B8925328E1,"[0.9159702753455257,0.08402972465447436]",0.0
155,8C3CFEC292E014929C40898C5F3B44EC,0002636DB9955EE670D3789FC63F6A52,"[0.9190479366321916,0.0809520633678084]",0.0
156,B547591FE1C641F0076EE78AD2565378,0002649F5760C93012FD19AC6474B177,"[0.7261643790606513,0.27383562093934866]",0.0
157,514CF0A3462D473338A1226A416F6CCD,00026511AC87BA53085996333D78BDCC,"[0.8504861880990171,0.1495138119009829]",0.0
158,6287954C72317854305ADBCDAD652ABE,000269A50293CC2B1E9C72B287FA624E,"[0.928377342930065,0.07162265706993506]",0.0
159,ADF24FFD18E421F2180FA6B381DEF826,00026B07175004E1BA08E4DA69AA6B88,"[0.9192382341075088,0.08076176589249123]",0.0
160,816ED2960D0D00FA138FA888D1E476D6,00027067FACA7F2FFB4CB3D8D4795E5C,"[0.9305297225973979,0.06947027740260206]",0.0
161,C332203936350E18CD01F6E7D2A5E308,00027E56D50C808411D66A7EAC0AFB7B,"[0.8954610073788049,0.10453899262119512]",0.0
162,1626C87DEDD1EBFC8ED9643145BC229B,0002872BE6C0C71B038B79E2A8391442,"[0.8586244877882032,0.14137551221179673]",0.0
163,997E438A7C97B108FBF91A2986255DC7,0002884C0ED8AB312C1A4ECAD04F990A,"[0.9183117044435491,0.08168829555645082]",0.0
164,D2EEEE3406A7FA39CB80B81F4A0CA8B9,000289671AC3246FC841C45150185C2C,"[0.9082314334302974,0.09176856656970248]",0.0
165,F1DA0432423F11CFF8BE368E3D0DB616,000289671AC3246FC841C45150185C2C,"[0.9265119560226734,0.07348804397732657]",0.0
166,70E2BDFD97DE884C499AC00CD4EB184C,00028D01F5157B58C170B17CBDAC67D7,"[0.93042509681059,0.06957490318940984]",0.0
167,0D19AB2B7CF76DC16B2F8FEA755256D8,000290FBA37D89737B5D8BF29BBB56B7,"[0.9222219475258676,0.07777805247413248]",0.0
168,9B3F211393B5A6E34B9D558216B0706C,0002915BEFDC685D4D20F69E573CEF42,"[0.9266129763499696,0.07338702365003028]",0.0
169,2A0F2BE505C24A1F2C74B364CD5B7FDE,0002922A66A996452DD93AC2F040C590,"[0.9309430601351175,0.0690569398648825]",0.0
170,D301FA86916F2BA96250596A3A71E0D9,00029B7ACDAF7E614BEEFEF4246EFEE3,"[0.7206273745952192,0.2793726254047808]",0.0
171,B226DAB703E9AACF5FCCCA879F3EAA63,0002A3D7A02C1D269FD136500342C274,"[0.9301161338912092,0.0698838661087908]",0.0
172,4DB7A395E6B3B90F53ED9249BEF9BF5C,0002A64A4430CF0FE7845370BA326503,"[0.9154442274822975,0.08455577251770255]",0.0
173,20FE1F3D91892F6EE2D2A21C062288D1,0002AB328406F42E1DCD1123BF7807EC,"[0.9330298556286898,0.06697014437131013]",0.0
174,4B758380457EA94811DAB7D0A501404E,0002ACA47538BDE0F0CA542EDCC11965,"[0.8261485596569751,0.173851440343025]",0.0
175,95074A16BA55AC176A0A4A421F29BE1A,0002B4AECF587E1789FAA5028487CB18,"[0.8747830072941076,0.12521699270589234]",0.0
176,21E51664057EB4717160382FB6999D99,0002B4BA9C61535D4FA4F46359D0EA5B,"[0.874801972610282,0.1251980273897181]",0.0
177,8DFE2364540068C0A9A35D1B23D3466A,0002BCD4EF7E4683476F64116961FE9A,"[0.9263158775305037,0.07368412246949622]",0.0
178,C2714D44C5F506DDB92CF5A56BAF26E4,0002C72CB733C10260BAAF0CED4B2C42,"[0.9173076980735455,0.0826923019264545]",0.0
179,553785362E6A30887130332F97C2AFB1,0002C9CB5FE681D02D331570304876C5,"[0.8828349314781748,0.11716506852182514]",0.0
180,AB005CA61C5F0556F3D8FDCDE671218A,0002CBDC515C41C9A08C2080A5190B38,"[0.922923681417415,0.07707631858258496]",0.0
181,2B39AC627E0FC8C1860E679327E1DC95,0002D6B94CAAF750A95AAB45023EAF3E,"[0.915746980599825,0.08425301940017496]",0.0
182,9370AF82F05BCBFD6607EC4C7180699D,0002D6B94CAAF750A95AAB45023EAF3E,"[0.8906520050404267,0.10934799495957317]",0.0
183,E2BAF626ACF7519BB284F300BE27625B,0002D6B94CAAF750A95AAB45023EAF3E,"[0.9206892544222152,0.07931074557778484]",0.0
184,4926118DEC31B9FDA00AB40A9AF7833E,0002D6D18E8B7DE903FDC31853C808E4,"[0.7242649555632588,0.27573504443674124]",0.0
185,78FDA0AB2903E5DFDC2D5D066B4949DB,0002D8CA4EA24F313D4B59788D074D19,"[0.925018206720317,0.07498179327968299]",0.0
186,ECF4D5DD33BF369165D3E94AABB485C9,0002D8CA4EA24F313D4B59788D074D19,"[0.9220705818875476,0.07792941811245233]",0.0
187,78CFF95A23FF1CFBC0241D6B96C2B007,0002DD1D6970633DFB3C73AE5C8D6148,"[0.9093771046112037,0.09062289538879635]",0.0
188,1F5F5CE058D2A9DD1B2C1F6FA96D2D79,0002E1A2FC41C32223F72B72EBFE66A5,"[0.8421689869325888,0.1578310130674112]",0.0
189,B2E9D0E1B7427B2DB17B22AFEBCE0D05,0002E1A2FC41C32223F72B72EBFE66A5,"[0.8080724142528604,0.1919275857471397]",0.0
190,0B4682E3F558676642FA3D6A77968324,0002E23D0854CECD37BE6F94886776D2,"[0.9288430264421466,0.07115697355785336]",0.0
191,242EE949F4D49C13CBF6F31240085854,0002E23D0854CECD37BE6F94886776D2,"[0.93158816748436,0.06841183251564002]",0.0
192,A9B1DE2F4F8C8CD74417F3341C92232C,0002E28DC5BF1CB7A6178C0CCAD2409F,"[0.9063885845060836,0.09361141549391644]",0.0
193,893029F073A271C462F35A35D89A7CAF,0002E302B702BD7AC04D3DBAE8DD251B,"[0.868902642845896,0.13109735715410387]",0.0
